Resource, Speed
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F15.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F18, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F19, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F20, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F21, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F20.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F21.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F22, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F22.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F24, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F24.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F25, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F26, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F27, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F25.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F28, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F29, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F30, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F26.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F31, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F32, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F27.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F36, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F28.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F38, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F39, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F40, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F29.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F41, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F42, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F30.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F43, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F45, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F31.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F32.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F35.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F36.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F37.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F38.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F39.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F40.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F41.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F42.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F43.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F44.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F45.0, 1000
devices/lbl-2002-lsw6/interfaces/ge-0%2F0%2F46.0, 1000
devices/lbl-2002-lsw6/interfaces/xe-0%2F2%2F0.0, 10000
devices/lbl-2002-lsw6/interfaces/xe-0%2F2%2F1.0, 10000
devices/lbl-2002-lsw6/interfaces/irb.0, 1000
devices/lbl-2002-lsw6/interfaces/xe-0%2F2%2F3, 10000
devices/lbl-2002-lsw6/interfaces/xe-0%2F2%2F3.0, 10000
devices/lbl-2002-lsw6/interfaces/ae0.0, 20000
devices/lbl-2002-lsw6/interfaces/xe-0%2F2%2F2, 10000
devices/lbl-2002-lsw6/interfaces/xe-0%2F2%2F2.0, 10000
devices/lbl-2002-lsw6/interfaces/gr-0%2F0%2F0, 800
devices/lbl-2002-lsw6/interfaces/irb.2, 1000
devices/lbl-2002-lsw7/interfaces/vme.0, 1000
devices/lbl-2002-lsw7/interfaces/jsrv.1, 1000
devices/lbl-2002-lsw7/interfaces/pfh-0%2F0%2F0, 800
devices/lbl-2002-lsw7/interfaces/pfe-0%2F0%2F0, 800
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F0, 100
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F0.0, 100
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F1, 100
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F1.0, 100
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F2, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F4, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F2.0, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F3.0, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F4.0, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F5, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F5.0, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F6, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F6.0, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F7, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F7.0, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F12, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F12.0, 1000
devices/lbl-2002-lsw7/interfaces/ge-0%2F0%2F46.0, 1000
devices/lbl-2002-lsw7/interfaces/xe-0%2F2%2F0.0, 10000
devices/lbl-2002-lsw7/interfaces/xe-0%2F2%2F1.0, 10000
devices/lbl-2002-lsw7/interfaces/irb.0, 1000
devices/lbl-2002-lsw7/interfaces/ae1.0, 20000
devices/lbl-2002-lsw7/interfaces/xe-0%2F2%2F2, 10000
devices/lbl-2002-lsw7/interfaces/xe-0%2F2%2F2.0, 10000
devices/lbl-2002-lsw7/interfaces/gr-0%2F0%2F0, 800
devices/lbl-2002-lsw7/interfaces/irb.2, 1000
devices/lbl-2002-ssw1/interfaces/vme.0, 1000
devices/lbl-2002-ssw1/interfaces/gr-0%2F0%2F0, 800
devices/lbl-2002-ssw1/interfaces/jsrv.1, 1000
devices/lbl-2002-ssw1/interfaces/pfe-0%2F0%2F0, 800
devices/lbl-2002-ssw1/interfaces/pfh-0%2F0%2F0, 800
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F1.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F2.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F3.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F4.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F5.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F6.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F7.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F8.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F9.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F10.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F11.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F12.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F13.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F14.0, 100
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F22.0, 1000
devices/lbl-2002-ssw1/interfaces/ge-0%2F0%2F23.0, 1000
devices/lbl-2002-ssw1/interfaces/irb.909, 1000
devices/lbl-2275-ssw1/interfaces/vme.0, 1000
devices/lbl-2275-ssw1/interfaces/jsrv.1, 1000
devices/lbl-2275-ssw1/interfaces/pfh-0%2F0%2F0, 800
devices/lbl-2275-ssw1/interfaces/pfe-0%2F0%2F0, 800
devices/lbl-2275-ssw1/interfaces/ge-0%2F0%2F1.0, 100
devices/lbl-2275-ssw1/interfaces/ge-0%2F0%2F2.0, 1000
devices/lbl-2275-ssw1/interfaces/ge-0%2F0%2F3.0, 1000
devices/lbl-2275-ssw1/interfaces/ge-0%2F0%2F4.0, 1000
devices/lbl-2275-ssw1/interfaces/ge-0%2F0%2F5.0, 1000
devices/lbl-2275-ssw1/interfaces/ge-0%2F0%2F6.0, 1000
devices/lbl-2275-ssw1/interfaces/ge-0%2F1%2F1, 1000
devices/lbl-2275-ssw1/interfaces/ge-0%2F0%2F0.0, 100
devices/lbl-2275-ssw1/interfaces/ge-0%2F0%2F11.0, 1000
devices/lbl-2275-ssw1/interfaces/irb.909, 1000
devices/lbl-2275-ssw1/interfaces/irb.0, 1000
devices/lbl-mr2/interfaces/fxp0, 100
devices/lbl-mr2/interfaces/xe-9%2F2%2F0.0, 10000
devices/lbl-mr2/interfaces/xe-2%2F0%2F0, 10000
devices/lbl-mr2/interfaces/lc-2%2F0%2F0, 800
devices/lbl-mr2/interfaces/xe-2%2F1%2F0, 10000
devices/lbl-mr2/interfaces/lc-2%2F1%2F0, 800
devices/lbl-mr2/interfaces/xe-2%2F2%2F0, 10000
devices/lbl-mr2/interfaces/lc-2%2F2%2F0, 800
devices/lbl-mr2/interfaces/xe-2%2F3%2F0, 10000
devices/lbl-mr2/interfaces/lc-2%2F3%2F0, 800
devices/lbl-mr2/interfaces/xe-2%2F3%2F0.911, 10000
devices/lbl-mr2/interfaces/xe-2%2F3%2F0.915, 10000
devices/lbl-mr2/interfaces/xe-2%2F3%2F0.32767, 10000
devices/lbl-mr2/interfaces/xe-2%2F1%2F0.911, 10000
devices/lbl-mr2/interfaces/xe-2%2F1%2F0.915, 10000
devices/lbl-mr2/interfaces/xe-2%2F1%2F0.32767, 10000
devices/lbl-mr2/interfaces/ge-9%2F0%2F0.0, 1000
devices/lbl-mr2/interfaces/ae0, 20000
devices/lbl-mr2/interfaces/ae0.32767, 20000
devices/lbl-mr2/interfaces/ae0.909, 20000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.32767, 10000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.909, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.32767, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.909, 10000
devices/lbl-mr2/interfaces/ge-9%2F1%2F0.1009, 1000
devices/lbl-mr2/interfaces/xe-1%2F1%2F0.32767, 10000
devices/lbl-mr2/interfaces/ae0.991, 20000
devices/lbl-mr2/interfaces/ae0.959, 20000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.991, 10000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.959, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.991, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.959, 10000
devices/lbl-mr2/interfaces/ae0.337, 20000
devices/lbl-mr2/interfaces/ae0.336, 20000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.337, 10000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.336, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.337, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.336, 10000
devices/lbl-mr2/interfaces/xe-7%2F0%2F0.32767, 10000
devices/lbl-mr2/interfaces/xe-7%2F0%2F0.1406, 10000
devices/lbl-mr2/interfaces/ge-9%2F1%2F2.32767, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F2.919, 1000
devices/lbl-mr2/interfaces/em0, 1000
devices/lbl-mr2/interfaces/ge-9%2F0%2F4.1124, 1000
devices/lbl-mr2/interfaces/ge-9%2F0%2F4.1126, 1000
devices/lbl-mr2/interfaces/ge-9%2F0%2F4.32767, 1000
devices/lbl-mr2/interfaces/em0.0, 1000
devices/lbl-mr2/interfaces/xe-7%2F0%2F0.959, 10000
devices/lbl-mr2/interfaces/ge-9%2F1%2F0.991, 1000
devices/lbl-mr2/interfaces/xe-7%2F0%2F0.991, 10000
devices/lbl-mr2/interfaces/xe-0%2F1%2F0.500, 10000
devices/lbl-mr2/interfaces/xe-0%2F1%2F0.32767, 10000
devices/lbl-mr2/interfaces/em1, 1000
devices/lbl-mr2/interfaces/em1.0, 1000
devices/lbl-mr2/interfaces/xe-0%2F0%2F0, 10000
devices/lbl-mr2/interfaces/lc-0%2F0%2F0, 800
devices/lbl-mr2/interfaces/xe-0%2F1%2F0, 10000
devices/lbl-mr2/interfaces/lc-0%2F1%2F0, 800
devices/lbl-mr2/interfaces/xe-1%2F0%2F0, 10000
devices/lbl-mr2/interfaces/lc-1%2F0%2F0, 800
devices/lbl-mr2/interfaces/xe-1%2F1%2F0, 10000
devices/lbl-mr2/interfaces/lc-1%2F1%2F0, 800
devices/lbl-mr2/interfaces/xe-0%2F2%2F0, 10000
devices/lbl-mr2/interfaces/lc-0%2F2%2F0, 800
devices/lbl-mr2/interfaces/xe-7%2F0%2F0, 10000
devices/lbl-mr2/interfaces/lc-7%2F0%2F0, 800
devices/lbl-mr2/interfaces/lc-0%2F3%2F0, 800
devices/lbl-mr2/interfaces/ud-0%2F3%2F0, 10000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0, 10000
devices/lbl-mr2/interfaces/lc-1%2F2%2F0, 800
devices/lbl-mr2/interfaces/xe-7%2F1%2F0, 10000
devices/lbl-mr2/interfaces/lc-7%2F1%2F0, 800
devices/lbl-mr2/interfaces/xe-8%2F0%2F0, 10000
devices/lbl-mr2/interfaces/lc-8%2F0%2F0, 800
devices/lbl-mr2/interfaces/xe-1%2F3%2F0, 10000
devices/lbl-mr2/interfaces/lc-1%2F3%2F0, 800
devices/lbl-mr2/interfaces/xe-7%2F2%2F0, 10000
devices/lbl-mr2/interfaces/lc-7%2F2%2F0, 800
devices/lbl-mr2/interfaces/xe-8%2F1%2F0, 10000
devices/lbl-mr2/interfaces/lc-8%2F1%2F0, 800
devices/lbl-mr2/interfaces/xe-7%2F3%2F0, 10000
devices/lbl-mr2/interfaces/lc-7%2F3%2F0, 800
devices/lbl-mr2/interfaces/xe-8%2F2%2F0, 10000
devices/lbl-mr2/interfaces/lc-8%2F2%2F0, 800
devices/lbl-mr2/interfaces/ge-9%2F0%2F0, 1000
devices/lbl-mr2/interfaces/ge-9%2F0%2F7, 1000
devices/lbl-mr2/interfaces/ge-9%2F0%2F8, 1000
devices/lbl-mr2/interfaces/ge-9%2F0%2F9, 1000
devices/lbl-mr2/interfaces/lc-9%2F0%2F0, 800
devices/lbl-mr2/interfaces/xe-8%2F3%2F0, 10000
devices/lbl-mr2/interfaces/lc-8%2F3%2F0, 800
devices/lbl-mr2/interfaces/ge-9%2F1%2F0, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F1, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F3, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F4, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F5, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F6, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F7, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F8, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F9, 1000
devices/lbl-mr2/interfaces/lc-9%2F1%2F0, 800
devices/lbl-mr2/interfaces/xe-9%2F2%2F0, 10000
devices/lbl-mr2/interfaces/lc-9%2F2%2F0, 800
devices/lbl-mr2/interfaces/xe-9%2F3%2F0, 10000
devices/lbl-mr2/interfaces/xe-0%2F2%2F0.32767, 10000
devices/lbl-mr2/interfaces/pfh-0%2F0%2F0, 800
devices/lbl-mr2/interfaces/xe-8%2F1%2F0.32767, 10000
devices/lbl-mr2/interfaces/pfe-0%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-0%2F1%2F0, 800
devices/lbl-mr2/interfaces/xe-8%2F2%2F0.32767, 10000
devices/lbl-mr2/interfaces/ge-9%2F1%2F0.909, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F0.32767, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F0.959, 1000
devices/lbl-mr2/interfaces/pfe-0%2F2%2F0, 800
devices/lbl-mr2/interfaces/pfe-0%2F3%2F0, 800
devices/lbl-mr2/interfaces/vt-0%2F3%2F0.2097152, 10000
devices/lbl-mr2/interfaces/pfh-1%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-1%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-1%2F1%2F0, 800
devices/lbl-mr2/interfaces/pfe-1%2F2%2F0, 800
devices/lbl-mr2/interfaces/pfe-1%2F3%2F0, 800
devices/lbl-mr2/interfaces/pfh-7%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-7%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-7%2F1%2F0, 800
devices/lbl-mr2/interfaces/xe-7%2F2%2F0.5, 10000
devices/lbl-mr2/interfaces/xe-7%2F2%2F0.32767, 10000
devices/lbl-mr2/interfaces/pfe-7%2F2%2F0, 800
devices/lbl-mr2/interfaces/pfe-7%2F3%2F0, 800
devices/lbl-mr2/interfaces/pfh-9%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-9%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-9%2F1%2F0, 800
devices/lbl-mr2/interfaces/pfe-9%2F2%2F0, 800
devices/lbl-mr2/interfaces/pfe-9%2F3%2F0, 800
devices/lbl-mr2/interfaces/pfh-8%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-8%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-8%2F1%2F0, 800
devices/lbl-mr2/interfaces/pfe-8%2F2%2F0, 800
devices/lbl-mr2/interfaces/pfe-8%2F3%2F0, 800
devices/lbl-mr2/interfaces/pfh-2%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-2%2F0%2F0, 800
devices/lbl-mr2/interfaces/pfe-2%2F1%2F0, 800
devices/lbl-mr2/interfaces/pfe-2%2F2%2F0, 800
devices/lbl-mr2/interfaces/pfe-2%2F3%2F0, 800
devices/lbl-mr2/interfaces/ge-9%2F0%2F1, 1000
devices/lbl-mr2/interfaces/xe-8%2F3%2F0.911, 10000
devices/lbl-mr2/interfaces/xe-8%2F3%2F0.915, 10000
devices/lbl-mr2/interfaces/xe-8%2F3%2F0.32767, 10000
devices/lbl-mr2/interfaces/xe-1%2F3%2F0.5, 10000
devices/lbl-mr2/interfaces/xe-1%2F3%2F0.32767, 10000
devices/lbl-mr2/interfaces/jsrv.1, 1000
devices/lbl-mr2/interfaces/ge-9%2F0%2F4, 1000
devices/lbl-mr2/interfaces/pd-0%2F3%2F0, 10000
devices/lbl-mr2/interfaces/pe-0%2F3%2F0, 10000
devices/lbl-mr2/interfaces/gr-0%2F3%2F0, 10000
devices/lbl-mr2/interfaces/ip-0%2F3%2F0, 10000
devices/lbl-mr2/interfaces/vt-0%2F3%2F0, 10000
devices/lbl-mr2/interfaces/mt-0%2F3%2F0, 10000
devices/lbl-mr2/interfaces/lt-0%2F3%2F0, 10000
devices/lbl-mr2/interfaces/pe-0%2F3%2F0.32769, 10000
devices/lbl-mr2/interfaces/ge-9%2F0%2F2.0, 1000
devices/lbl-mr2/interfaces/xe-0%2F2%2F0.1204, 10000
devices/lbl-mr2/interfaces/xe-0%2F2%2F0.1206, 10000
devices/lbl-mr2/interfaces/ge-9%2F0%2F7.0, 1000
devices/lbl-mr2/interfaces/ge-9%2F1%2F9.0, 1000
devices/lbl-mr2/interfaces/lc-9%2F3%2F0, 800
devices/lbl-mr2/interfaces/ge-9%2F0%2F1.0, 1000
devices/lbl-mr2/interfaces/ae0.955, 20000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.955, 10000
devices/lbl-mr2/interfaces/xe-1%2F1%2F0.943, 10000
devices/lbl-mr2/interfaces/xe-7%2F3%2F0.4012, 10000
devices/lbl-mr2/interfaces/xe-7%2F3%2F0.32767, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.955, 10000
devices/lbl-mr2/interfaces/ge-9%2F1%2F3.0, 1000
devices/lbl-mr2/interfaces/ae0.179, 20000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.179, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.179, 10000
devices/lbl-mr2/interfaces/ae0.333, 20000
devices/lbl-mr2/interfaces/ae0.332, 20000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.333, 10000
devices/lbl-mr2/interfaces/xe-1%2F2%2F0.332, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.333, 10000
devices/lbl-mr2/interfaces/xe-8%2F0%2F0.332, 10000
devices/lbl-mr2/interfaces/xe-0%2F0%2F0.32767, 10000
devices/lbl-mr2/interfaces/xe-1%2F0%2F0.32767, 10000
devices/lbl-mr2/interfaces/xe-1%2F0%2F0.955, 10000
devices/lbl-mr2/interfaces/xe-0%2F0%2F0.955, 10000
devices/lbl-mr2/interfaces/xe-8%2F1%2F0.1023, 10000
devices/lbl-mr2/interfaces/ge-9%2F1%2F0.924, 1000
devices/lbnl50-mpr1/interfaces/em2, 1000
devices/lbnl50-mpr1/interfaces/em2.32768, 1000
devices/lbnl50-mpr1/interfaces/em3, 1000
devices/lbnl50-mpr1/interfaces/vme.0, 1000
devices/lbnl50-mpr1/interfaces/gr-0%2F0%2F0, 800
devices/lbnl50-mpr1/interfaces/pfh-0%2F0%2F0, 800
devices/lbnl50-mpr1/interfaces/pfe-0%2F0%2F0, 800
devices/lbnl50-mpr1/interfaces/jsrv.1, 1000
devices/lbnl50-mpr1/interfaces/sxe-0%2F0%2F0, 1000
devices/lbnl50-mpr1/interfaces/sxe-0%2F0%2F1, 1000
devices/lbnl50-mpr1/interfaces/sxe-0%2F0%2F0.16386, 1000
devices/lbnl50-mpr1/interfaces/sxe-0%2F0%2F1.16386, 1000
devices/lbnl50-mpr1/interfaces/irb.910, 1000
devices/lbnl50-mpr1/interfaces/irb.920, 1000
devices/lbnl50-mpr1/interfaces/irb.930, 1000
devices/lbnl50-mpr1/interfaces/irb.940, 1000
devices/lbnl50-mpr1/interfaces/irb.950, 1000
devices/lbnl50-mpr1/interfaces/xe-0%2F0%2F0, 10000
devices/lbnl50-mpr1/interfaces/xe-0%2F0%2F0.955, 10000
devices/lbnl50-mpr1/interfaces/xe-0%2F0%2F0.32767, 10000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F1, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F1.0, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F12, 100
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F12.0, 100
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F13, 100
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F13.0, 100
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F24, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F24.0, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F26, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F28, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F25, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F27, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F29, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F3, 1000
devices/lbnl50-mpr1/interfaces/ge-0%2F0%2F3.0, 1000
devices/lbnl59-mpr1/interfaces/em2, 1000
devices/lbnl59-mpr1/interfaces/em2.32768, 1000
devices/lbnl59-mpr1/interfaces/em3, 1000
devices/lbnl59-mpr1/interfaces/em1, 1000
devices/lbnl59-mpr1/interfaces/em1.0, 1000
devices/lbnl59-mpr1/interfaces/vme.0, 1000
devices/lbnl59-mpr1/interfaces/gr-0%2F0%2F0, 800
devices/lbnl59-mpr1/interfaces/pfh-0%2F0%2F0, 800
devices/lbnl59-mpr1/interfaces/pfe-0%2F0%2F0, 800
devices/lbnl59-mpr1/interfaces/jsrv.1, 1000
devices/lbnl59-mpr1/interfaces/sxe-0%2F0%2F0, 1000
devices/lbnl59-mpr1/interfaces/sxe-0%2F0%2F1, 1000
devices/lbnl59-mpr1/interfaces/sxe-0%2F0%2F1.16386, 1000
devices/lbnl59-mpr1/interfaces/sxe-0%2F0%2F0.16386, 1000
devices/lbnl59-mpr1/interfaces/irb.910, 1000
devices/lbnl59-mpr1/interfaces/irb.920, 1000
devices/lbnl59-mpr1/interfaces/irb.930, 1000
devices/lbnl59-mpr1/interfaces/irb.940, 1000
devices/lbnl59-mpr1/interfaces/irb.950, 1000
devices/lbnl59-mpr1/interfaces/xe-0%2F0%2F0, 10000
devices/lbnl59-mpr1/interfaces/xe-0%2F0%2F0.955, 10000
devices/lbnl59-mpr1/interfaces/xe-0%2F0%2F0.32767, 10000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F1, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F1.0, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F12, 100
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F12.0, 100
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F13, 100
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F13.0, 100
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F24, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F24.0, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F26, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F28, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F25, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F25.0, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F27, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F29, 1000
devices/lbnl59-mpr1/interfaces/ge-0%2F0%2F2, 1000
devices/llnl-mr2/interfaces/fxp0, 100
devices/llnl-mr2/interfaces/em0, 1000
devices/llnl-mr2/interfaces/em0.0, 1000
devices/llnl-mr2/interfaces/em1, 1000
devices/llnl-mr2/interfaces/em1.0, 1000
devices/llnl-mr2/interfaces/xe-0%2F0%2F0, 10000
devices/llnl-mr2/interfaces/lc-0%2F0%2F0, 800
devices/llnl-mr2/interfaces/xe-0%2F1%2F0, 10000
devices/llnl-mr2/interfaces/lc-0%2F1%2F0, 800
devices/llnl-mr2/interfaces/xe-0%2F2%2F0, 10000
devices/llnl-mr2/interfaces/lc-0%2F2%2F0, 800
devices/llnl-mr2/interfaces/pd-0%2F3%2F0, 10000
devices/llnl-mr2/interfaces/pe-0%2F3%2F0, 10000
devices/llnl-mr2/interfaces/gr-0%2F3%2F0, 10000
devices/llnl-mr2/interfaces/ip-0%2F3%2F0, 10000
devices/llnl-mr2/interfaces/vt-0%2F3%2F0, 10000
devices/llnl-mr2/interfaces/mt-0%2F3%2F0, 10000
devices/llnl-mr2/interfaces/lt-0%2F3%2F0, 10000
devices/llnl-mr2/interfaces/ud-0%2F3%2F0, 10000
devices/llnl-mr2/interfaces/xe-2%2F0%2F0, 10000
devices/llnl-mr2/interfaces/lc-2%2F0%2F0, 800
devices/llnl-mr2/interfaces/xe-1%2F0%2F0, 10000
devices/llnl-mr2/interfaces/lc-1%2F0%2F0, 800
